album_favorites,album_title,artist_favorites,artist_name,track_favorites,track_genre_top,track_genres,track_genres_all,track_interest,track_listens,track_title
0,Galapagos Momentum,4,Upsilon Acrux,3,Rock,[98],"[98, 12]",5116,2464,So Thereby...and furthermore...thus henceforth...Mono
0,Stations,0,Vertonen,1,Experimental,[1],"[1, 38]",562,92,"Hands Up, 1974!"
0,Orchid Collider,0,Vertonen,0,Experimental,[1],"[1, 38]",1408,351,Stone Oceans
0,Return of the Interrobang,0,Vertonen,0,Experimental,[1],"[1, 38]",1035,123,A Glimpse of the Oasis
0,Return of the Interrobang,0,Vertonen,2,Experimental,[1],"[1, 38]",1485,469,We're in the Wrong Piano
0,Return of the Interrobang,0,Vertonen,2,Experimental,[1],"[1, 38]",440,50,"Deplete to Ruination, the Wide Shift"
0,Stations,0,Vertonen,0,Experimental,[1],"[1, 38]",397,34,Face Grab With Chlorine
0,Orchid Collider,0,Vertonen,0,Experimental,[1],"[1, 38]",572,110,Failure (Graywater Terminal)
0,Stations,0,Vertonen,0,Experimental,[1],"[1, 38]",642,66,Turntable Souffle #1
0,Stations,0,Vertonen,0,Experimental,[1],"[1, 38]",505,86,Chatterboxer
0,s/t,0,Vincebus Eruptum,2,Rock,[12],[12],749,396,Bald Bull
0,s/t,0,Vincebus Eruptum,0,Rock,[12],[12],744,356,Black Socks
0,s/t,0,Vincebus Eruptum,1,Rock,[12],[12],600,213,Drug Orgy
0,s/t,0,Vincebus Eruptum,0,Rock,[12],[12],683,218,Hand Of Doomish
0,s/t,0,Vincebus Eruptum,0,Rock,[12],[12],2799,445,Who Farted
0,More Deeper,0,Vincent Black Shadow,0,Rock,[58],"[58, 12]",1468,344,Volume One
0,More Deeper,0,Vincent Black Shadow,0,Rock,[58],"[58, 12]",732,395,Shamanix
0,Von Hayes,1,Von Hayes,1,Rock,[12],[12],1370,625,Olympic Sue
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],365,113,Looming Vesuvius
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],585,134,Tight Thuds
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],793,62,Hillyard Era
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],319,65,Rubes
0,Von Hayes,1,Von Hayes,1,Rock,[12],[12],329,145,Dirty Wise
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],596,90,Rancid Hearts
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],346,89,Chairman of the Ask Me Society
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],1114,230,Dead Ray
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],575,111,Holy Face
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],368,117,Spectacle Bears
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],376,79,Crunch Year
0,Von Hayes,1,Von Hayes,1,Rock,[12],[12],866,97,Monster Pie Fake
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],359,107,Casual Strikeouts
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],685,64,Shitbreath
0,Von Hayes,1,Von Hayes,0,Rock,[12],[12],618,137,Jeff Lynne Funk
5,blissblood.com,11,Voodoo Suite,10,Jazz,[37],"[4, 37]",5575,3904,Voodoo
5,blissblood.com,11,Voodoo Suite,9,Jazz,[37],"[4, 37]",5041,3427,Chant Of The Moon
5,blissblood.com,11,Voodoo Suite,6,Jazz,[37],"[4, 37]",4752,3112,Little Grass Shack
5,blissblood.com,11,Voodoo Suite,19,Jazz,[37],"[4, 37]",6626,4694,You're My Thrill
5,blissblood.com,11,Voodoo Suite,9,Jazz,[37],"[4, 37]",6795,4324,Sophisticated Savage
0,Thee Haunted Cobblestone Sunset Concert Series #4,2,Vorpal,0,Experimental,[30],"[38, 30]",549,192,Track 01
0,Thee Haunted Cobblestone Sunset Concert Series #4,2,Vorpal,0,Experimental,[30],"[38, 30]",520,151,Track 02
0,Thee Haunted Cobblestone Sunset Concert Series #4,2,Vorpal,0,Experimental,[30],"[38, 30]",828,119,Track 03
0,Thee Haunted Cobblestone Sunset Concert Series #4,2,Vorpal,0,Experimental,[30],"[38, 30]",780,101,Track 04
0,Thee Haunted Cobblestone Sunset Concert Series #4,2,Vorpal,1,Experimental,[30],"[38, 30]",773,114,Track 05
0,Thee Haunted Cobblestone Sunset Concert Series #4,2,Vorpal,0,Experimental,[30],"[38, 30]",518,95,Track 06
0,Thee Haunted Cobblestone Sunset Concert Series #4,2,Vorpal,0,Experimental,[30],"[38, 30]",786,105,Track 07
0,Live at The Terminal,0,Vulcanus 68,0,Electronic,[15],[15],578,90,Vulcanus at The Terminal
0,Vulcanus 68,0,Vulcanus 68,1,Electronic,[15],[15],636,69,3
0,Vulcanus 68,0,Vulcanus 68,1,Electronic,[15],[15],289,36,8
0,Live at The Parkside,0,Vulcanus 68 w/D.Smith,1,Electronic,[15],[15],574,61,Vulcanus 68 with Damon Smith
1,WFMU v WFMU A-D,13,To Live and Shave in L.A.,1,Experimental,[1],"[1, 38]",795,215,WFMU v WFMU A
1,WFMU v WFMU A-D,13,To Live and Shave in L.A.,1,Experimental,[1],"[1, 38]",458,171,WFMU v WFMU B
1,WFMU v WFMU A-D,13,To Live and Shave in L.A.,0,Experimental,[1],"[1, 38]",598,116,WFMU v WFMU C
1,WFMU v WFMU A-D,13,To Live and Shave in L.A.,0,Experimental,[1],"[1, 38]",468,106,WFMU v WFMU D
0,USA,0,Wankatorium,2,Rock,[53],"[45, 12, 53]",638,204,City of Industry
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",740,76,King of Prussia
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",290,22,Chadron
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",592,28,Barrow
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",954,50,Burbank
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",854,306,Miami
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",269,51,Ft Leonard Wood
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",275,40,Federal Way
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",145,20,Renwick
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",375,61,Mobile
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",250,41,Mt Pleasant
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",346,80,Baltimore
0,USA,0,Wankatorium,0,Rock,[53],"[45, 12, 53]",1034,433,Battle Creek (Theme for Boiled Diet Soft Drinks)
1,Early Recordings 1988-1991,5,Weasel Walter,3,Jazz,[74],"[74, 4]",1889,1013,Neutron
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",547,292,Track 01
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",719,122,Track 02
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",1371,148,Track 03
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",606,100,Track 04
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",987,86,Track 05
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",1945,99,Track 06
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",682,101,Track 07
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",510,86,Track 08
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",546,94,Track 09
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",493,96,Track 10
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",572,146,Track 11
0,Thee Haunted Cobblestone Sunset Concert Series #9,1,Weather (from Chicago),0,Experimental,[30],"[38, 30]",1430,187,Track 12
0,Quilt Series Vol 14,0,Weirdo Begeirdo,0,Rock,[12],[12],107,69,Swamputee
0,We Blow You Suck,4,What Cheer? Brigade,7,NaN,"[4, 118]","[2, 4, 118]",6545,3756,Green Eyes
0,Mouse of Mendes EP,8,White Mice,0,Experimental,[32],"[32, 38]",586,233,Cheesus Saves
0,Assphixxxeateshun,8,White Mice,1,Experimental,[32],"[32, 38]",2113,1383,The White Mice
0,Untitled: Will You Please Sing On This?,16,Xiu Xiu,3,Rock,[66],"[66, 12]",1063,687,Lyxes: Leave this town
0,Untitled: Will You Please Sing On This?,16,Xiu Xiu,5,Rock,[66],"[66, 12]",1070,640,Unpop: I am writing to let you know that things are going ok
0,Untitled: Will You Please Sing On This?,16,Xiu Xiu,7,Rock,[66],"[66, 12]",1956,1230,untitled:will you please sing on this
0,Love at Pixel Palace,4,Yuma Nora,0,Experimental,[1],"[1, 38]",478,228,1
0,Love at Pixel Palace,4,Yuma Nora,0,Experimental,[1],"[1, 38]",401,115,2
0,Love at Pixel Palace,4,Yuma Nora,0,Experimental,[1],"[1, 38]",504,73,3
0,Love at Pixel Palace,4,Yuma Nora,0,Experimental,[1],"[1, 38]",482,81,4
0,Zing Magazine Compilation #4,6,caUSE co-MOTION,2,Rock,[25],"[25, 12]",1062,377,stop standing still
0,Live at Animal and Handler EP,6,caUSE co-MOTION,0,Rock,[25],"[25, 12]",6103,220,Take a Look
0,Mono M::P Free,3,Thomas Dimuzio,2,Electronic,[15],[15],1108,140,Blind Lion
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],978,52,Shorn
0,Mono M::P Free,3,Thomas Dimuzio,0,Electronic,[15],[15],1037,61,Skullshop
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],1001,52,Poctoth
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],1318,67,Fragg
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],760,67,Half Spline
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],1017,70,Southshore
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],819,47,Mince Treet
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],2226,55,Octone
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],2351,103,Method in Time
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],1135,157,Black And White
0,Mono M::P Free,3,Thomas Dimuzio,1,Electronic,[15],[15],1815,106,We Are They
1,1st CD-R,60,Grouper,9,Experimental,[38],[38],1627,1019,title unknown
0,Paradise Now,8,Hall Of Fame,4,Folk,[17],[17],2083,1822,My Sweet Miasma
0,Festival of Ghosts,7,Death Sentence: Panda!,1,Experimental,[1],"[1, 38]",442,365,Here Come The Ghosts
0,peaofthesea,0,luc,2,Pop,[76],"[10, 76]",1931,1106,....like bacon sundays
2,hawks and sparrows,111,Lucky Dragons,3,Experimental,[22],"[38, 22]",13931,13048,Untitled 1
2,hawks and sparrows,111,Lucky Dragons,3,Experimental,[22],"[38, 22]",4319,3596,Untitled 2
2,hawks and sparrows,111,Lucky Dragons,4,Experimental,[22],"[38, 22]",7559,6589,Untitled 3
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",4863,3298,Untitled 4
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",8499,7232,Untitled 5
2,hawks and sparrows,111,Lucky Dragons,4,Experimental,[22],"[38, 22]",8944,7027,Untitled 6
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",3489,2277,Untitled 7
2,hawks and sparrows,111,Lucky Dragons,3,Experimental,[22],"[38, 22]",5297,4764,Untitled 8
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",5360,4688,Untitled 9
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",2383,1714,Untitled
2,hawks and sparrows,111,Lucky Dragons,3,Experimental,[22],"[38, 22]",556,154,Untitled
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",1608,139,Untitled
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",902,140,Untitled
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",930,147,Untitled
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",713,137,Untitled
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",552,143,Untitled
2,hawks and sparrows,111,Lucky Dragons,3,Experimental,[22],"[38, 22]",707,156,Untitled
2,hawks and sparrows,111,Lucky Dragons,2,Experimental,[22],"[38, 22]",2392,1753,Untitled 18
0,"R'out 4,002",7,Death Sentence: Panda!,3,Experimental,[1],"[1, 38]",530,594,Slumber Party
0,A Flow of Code,9,The Tleilaxu Music Machine,1,Electronic,[15],[15],166,68,Dislocation
0,�ss Live at WFMU on the Cherry Blossom Clinic 10/26/2000,3,�ss,4,Rock,[25],"[25, 12]",2115,1531,Hoboken Sucks
0,Bolmongani,2,Bolmongani,1,Rock,[12],[12],480,169,Mergatroid
0,Bolmongani,2,Bolmongani,0,Rock,[12],[12],440,201,Angel Duster
0,Bolmongani,2,Bolmongani,0,Rock,[12],[12],614,66,Corsair
0,Bolmongani,2,Bolmongani,0,Rock,[12],[12],886,51,Ode
2,Harmonia live at ATP NY 9/20/2008,17,Harmonia,7,NaN,"[15, 38, 42, 47]","[42, 47, 38, 15]",1907,1467,Harmonia Live at ATP 08 part 1
0,Live at WFMU on Stork's show 9/13/1998,4,Solid Eye,4,Experimental,[1],"[1, 38]",424,167,Live on WFMU
0,Live at WFMU on Acapulco Dance Party on 7/15/2006,5,Watersports,2,Electronic,[15],[15],2476,2282,Live on the Acapulco Dance Party
0,Adept Live at WFMU on Keili's Show 10/26/2008,0,Adept,0,NaN,"[15, 66]","[66, 12, 15]",1514,744,Ed De Goem
0,Adept Live at WFMU on Keili's Show 10/26/2008,0,Adept,0,NaN,"[15, 66]","[66, 12, 15]",2415,1367,2Night
0,Adept Live at WFMU on Keili's Show 10/26/2008,0,Adept,0,NaN,"[15, 66]","[66, 12, 15]",2412,961,Haul
0,Adept Live at WFMU on Keili's Show 10/26/2008,0,Adept,1,NaN,"[15, 66]","[66, 12, 15]",2259,1154,The Wrestle
0,Adept Live at WFMU on Keili's Show 10/26/2008,0,Adept,0,NaN,"[15, 66]","[66, 12, 15]",2105,935,Get Lo
0,Adept Live at WFMU on Keili's Show 10/26/2008,0,Adept,1,NaN,"[15, 66]","[66, 12, 15]",2627,869,Companionship
0,Adept Live at WFMU on Keili's Show 10/26/2008,0,Adept,0,NaN,"[15, 66]","[66, 12, 15]",1404,349,Live at WFMU 10/25/08 (full set)
0,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2,Ai Aso,1,Folk,[17],[17],2034,952,A Date
0,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2,Ai Aso,1,Folk,[17],[17],2354,1178,Tee Te Te
0,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2,Ai Aso,0,Folk,[17],[17],1880,598,Lavender
0,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2,Ai Aso,0,Folk,[17],[17],1888,550,Land
0,Live at WFMU on Michael Goodstein's Show on 9/27/2008,2,Ai Aso,1,Folk,[17],[17],1413,200,Live on WFMU (full set)
1,Live at WFMU on Liz Berg's Show on 9/29/2008,4,Antiguo Automata Mexicano,3,Electronic,[15],[15],3701,1283,Minimal Martini
0,Live at WFMU on Terre T's show 8/23/08,1,Apache,0,Rock,[85],"[12, 85]",1964,1722,Bullet Train
3,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,10,Arborea,3,Folk,[17],[17],2173,1787,Song for Obol
3,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,10,Arborea,6,Folk,[17],[17],2055,1680,Beirut
3,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,10,Arborea,8,Folk,[17],[17],2122,1693,Seadrift
3,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,10,Arborea,11,Folk,[17],[17],1888,1474,Redbird
3,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,10,Arborea,14,Folk,[17],[17],3574,2986,Forewarned
4,Live at WFMU on Talk's Cheap August 2008,76,Ariel Pink's Haunted Graffiti,2,NaN,[],[],437,235,Live on WFMU (full set)
4,Live at WFMU on Talk's Cheap August 2008,76,Ariel Pink's Haunted Graffiti,9,NaN,"[10, 27]","[10, 27, 12]",7099,1083,L'Estat
4,Live at WFMU on Talk's Cheap August 2008,76,Ariel Pink's Haunted Graffiti,5,NaN,"[10, 27]","[10, 27, 12]",1486,1014,Calm Me Down
4,Live at WFMU on Talk's Cheap August 2008,76,Ariel Pink's Haunted Graffiti,6,NaN,"[10, 27]","[10, 27, 12]",3110,2094,Witchhunt Suite for WWIII
4,Live at WFMU on Talk's Cheap August 2008,76,Ariel Pink's Haunted Graffiti,4,NaN,"[10, 27]","[10, 27, 12]",1304,804,Ghost-Town
0,Live at WFMU on Liz B's Show on 8/11/2008,11,Au,3,NaN,"[38, 49, 66, 137]","[66, 38, 137, 9, 12, 49, 17]",5339,2106,All My Friends
0,Live at WFMU on Liz B's Show on 8/11/2008,11,Au,1,NaN,"[38, 49, 66, 137]","[66, 38, 137, 9, 12, 49, 17]",3644,867,All Myself
0,Live at WFMU on Liz B's Show on 8/11/2008,11,Au,2,NaN,"[38, 49, 66, 137]","[66, 38, 137, 9, 12, 49, 17]",3132,713,Death
0,Live at WFMU on Liz B's Show on 8/11/2008,11,Au,1,NaN,"[38, 49, 66, 137]","[66, 38, 137, 9, 12, 49, 17]",2553,633,Kauai
0,Live at WFMU on Liz B's Show on 8/11/2008,11,Au,2,NaN,"[38, 49, 66, 137]","[66, 38, 137, 9, 12, 49, 17]",3274,643,Boute
0,Live at WFMU on Liz B's Show on 8/11/2008,11,Au,5,NaN,"[38, 49, 66, 137]","[66, 38, 137, 9, 12, 49, 17]",6770,1844,Summerheat
0,Avarus Live at WFMU on Brian Turner's Show on 5/2/2006,15,Avarus,4,NaN,"[38, 74]","[74, 4, 38]",935,284,Live Improv at WFMU 2006
0,Avarus Live at WFMU on Brian Turner's Show on 5/2/2006,15,Avarus,2,Spoken,[166],"[65, 20, 166]",468,240,interview w/ Brian Turner
1,Live at WFMU on Evan Davies's Show on 5/22/2007,1,The Baskervilles,0,Pop,[10],[10],2585,1891,Midnight at the Underground
0,Live at WFMU on Irene Trudel's Show on 7/28/2008,0,Benjamin Wetherill,0,Folk,[17],[17],580,229,We Make Plans to Strangle Your Lover
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,1,Hip-Hop,[21],[21],1234,730,1
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,1,Hip-Hop,[21],[21],3194,2410,Rescue 911
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,1,Hip-Hop,[21],[21],880,477,Making Process
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,0,Hip-Hop,[21],[21],916,445,South By South Weed
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,1,Hip-Hop,[21],[21],775,312,Early Boy
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,1,Hip-Hop,[21],[21],1233,627,6
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,0,Hip-Hop,[21],[21],2095,1384,Fired Up
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,0,Hip-Hop,[21],[21],1123,383,Why Did You Reject My Steve Perry Fan Fiction
0,Live at WFMU on Marty McSorley's Show on 5/14/2008,3,Big Digits,0,Hip-Hop,[21],[21],812,320,Outro
-1,NaN,4,Antiguo Automata Mexicano,1,Electronic,[15],[15],2678,2119,"Rother, Dinger You and Me"
-1,NaN,4,Antiguo Automata Mexicano,2,Electronic,[15],[15],2435,1938,Co-Opt
-1,NaN,4,Antiguo Automata Mexicano,1,Electronic,[15],[15],2112,1724,Kraut Slut aka Motorik Bitch aka DJ with Kids
-1,NaN,4,Antiguo Automata Mexicano,2,Electronic,[15],[15],1435,1058,The Order (aam arkestra mix)
-1,NaN,4,Antiguo Automata Mexicano,3,Electronic,[15],[15],2207,1829,Chez Nobody
-1,NaN,4,Antiguo Automata Mexicano,1,Electronic,[15],[15],1763,1320,Endtroduction and Interview
0,Live at WFMU on Terre T's show 8/23/08,1,Apache,0,Rock,[85],"[12, 85]",4693,4009,Boys Life
0,Live at WFMU on Terre T's show 8/23/08,1,Apache,0,Rock,[85],"[12, 85]",2142,1688,Bad Kids
0,Live at WFMU on Terre T's show 8/23/08,1,Apache,1,Rock,[85],"[12, 85]",1423,1131,Crystal Clear
0,Live at WFMU on Terre T's show 8/23/08,1,Apache,0,Rock,[85],"[12, 85]",647,503,White Hammer
0,Live at WFMU on Terre T's show 8/23/08,1,Apache,0,Rock,[85],"[12, 85]",275,235,Beat It 2 Death
0,Live at WFMU on Terre T's show 8/23/08,1,Apache,1,Rock,[85],"[12, 85]",593,505,Oct-99
1,Live at WFMU on Evan Davies's Show on 5/22/2007,1,The Baskervilles,0,Pop,[10],[10],2701,2068,Caught In a Crosswalk
1,Live at WFMU on Evan Davies's Show on 5/22/2007,1,The Baskervilles,1,Pop,[10],[10],3059,2064,After Work
1,Live at WFMU on Evan Davies's Show on 5/22/2007,1,The Baskervilles,3,Pop,[10],[10],2472,1504,Apartment
1,Live at WFMU on Evan Davies's Show on 5/22/2007,1,The Baskervilles,3,Pop,[10],[10],3266,1838,A Little More Time
1,Live at WFMU on Evan Davies's Show on 5/22/2007,1,The Baskervilles,1,Pop,[10],[10],2905,1539,Have You Seen Them
1,Live at WFMU on Evan Davies's Show on 5/22/2007,1,The Baskervilles,0,Pop,[10],[10],2487,1459,interview
0,Live at WFMU on Irene Trudel's Show on 7/28/2008,0,Benjamin Wetherill,0,Folk,[17],[17],1422,156,The Press Gang
0,Live at WFMU on Irene Trudel's Show on 7/28/2008,0,Benjamin Wetherill,0,Folk,[17],[17],1207,129,Lord Franklin
0,Live at WFMU on Irene Trudel's Show on 7/28/2008,0,Benjamin Wetherill,0,Folk,[17],[17],1434,149,Blackwaterside
0,Live at WFMU on Liz Berg's Show on 6/25/2007,11,Blanketship,0,Electronic,[15],[15],1216,156,Northern Grapes
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,2,Experimental,[22],"[38, 22]",1471,241,Teen Sounds
0,Live at WFMU on Liz Berg's Show on 6/25/2007,11,Blanketship,1,Electronic,[15],[15],1979,286,Listen To Him
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,3,Experimental,[22],"[38, 22]",2486,627,Who's Tellin You
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,2,Experimental,[22],"[38, 22]",1385,105,Bernadette I'll Fuckin Kill U
0,Live at WFMU on Liz Berg's Show on 6/25/2007,11,Blanketship,0,Electronic,[15],[15],959,69,Interlude # 1/Kraut # 3
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,1,Experimental,[22],"[38, 22]",719,80,Bernadette I'll Fuckin Kill U (radio edit)
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,1,Experimental,[22],"[38, 22]",494,86,Crust
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,1,Experimental,[22],"[38, 22]",336,54,Endagain(Excerpt)
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,1,Experimental,[22],"[38, 22]",1560,758,Paid Advertisement
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,1,Experimental,[22],"[38, 22]",473,133,Claptartroach
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,1,Experimental,[22],"[38, 22]",692,151,Gold Bond
0,Live at WFMU on Liz Berg's Show on 6/25/2007,11,Blanketship,0,Electronic,[15],[15],473,64,Kraut # 2
2,Live at WFMU on Liz Berg's Show on 6/2/2008,11,Blanketship,1,Experimental,[22],"[38, 22]",445,86,Yestone
0,Live at WFMU on Liz Berg's Show on 6/25/2007,11,Blanketship,0,Electronic,[15],[15],505,153,Luck 45
3,Live at WFMU on Liz Berg's Show on 5/19/2008,8,Bonde Do Role,18,NaN,"[15, 19, 171]","[2, 171, 14, 15, 19]",5525,6274,Gasolina / Contamida
3,Live at WFMU on Liz Berg's Show on 5/19/2008,8,Bonde Do Role,12,NaN,"[15, 19, 171]","[2, 171, 14, 15, 19]",3718,3734,Solta o Franco
3,Live at WFMU on Liz Berg's Show on 5/19/2008,8,Bonde Do Role,5,NaN,"[15, 19, 171]","[2, 171, 14, 15, 19]",3434,3437,Bondalica
3,Live at WFMU on Liz Berg's Show on 5/19/2008,8,Bonde Do Role,7,NaN,"[15, 19, 171]","[2, 171, 14, 15, 19]",4044,3790,Bonde Do Role not-radio-safe live set and interview
3,Live at WFMU on Liz Berg's Show on 5/19/2008,8,Bonde Do Role,2,NaN,"[15, 19, 171]","[2, 171, 14, 15, 19]",2298,2146,Full Set (radio edit)
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,0,Rock,[66],"[66, 12]",962,560,Taste My Snow
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,1,Rock,[66],"[66, 12]",663,227,Question Democracy
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,0,Rock,[66],"[66, 12]",630,192,Higher
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,0,Rock,[66],"[66, 12]",471,143,Come To Rest
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,0,Rock,[66],"[66, 12]",442,94,Less Is More
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,0,Rock,[66],"[66, 12]",583,139,Media
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,0,Rock,[66],"[66, 12]",1040,146,Dance With Local Stars
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,0,Rock,[66],"[66, 12]",757,85,Tell Me
0,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1,Bonne Aparte,0,Rock,[66],"[66, 12]",897,130,I Don't Wanna Die
2,Live at WFMU on Brian Turner's Show on 5/14/2002,9,Brother JT,4,Blues,[3],[3],1037,676,Interview
2,Live at WFMU on Brian Turner's Show on 5/14/2002,9,Brother JT,4,Blues,[3],[3],1302,904,Nothing Really
2,Live at WFMU on Brian Turner's Show on 5/14/2002,9,Brother JT,4,Blues,[3],[3],1691,1248,Hey Mr. Sun
2,Live at WFMU on Brian Turner's Show on 5/14/2002,9,Brother JT,3,Blues,[3],[3],1181,801,Bittersweet
2,Live at WFMU on Brian Turner's Show on 5/14/2002,9,Brother JT,3,Blues,[3],[3],996,615,Now and Then
2,Live at WFMU on Brian Turner's Show on 5/14/2002,9,Brother JT,3,Blues,[3],[3],945,580,Had To Be
2,Live at WFMU on Brian Turner's Show on 5/14/2002,9,Brother JT,3,Blues,[3],[3],1172,818,Child of the Sun
2,Live at WFMU on Brian Turner's Show on 5/14/2002,9,Brother JT,3,Blues,[3],[3],936,630,Throwaway
